umur,gender,rata2_tidur_hari,rata2_belajar_hari,rata2_bermain_game_hari,rata2_buka_sosmed_hari,jumlah_kopi_hari,jumlah_matcha_hari,jumlah_ukm,jarak_kampus_km,asal_sekolah,rata2_olahraga_hari,memiliki_laptop,bekerja,ipk
19,male,5.2,3.8,3.3,1.8,1.0,1,2,15.2,smk,0.7,0,0,3.23
19,F,4.3,6.0,4.5,3.6,1.0,2,2,13.0,SMA,2.0,1,0,3.41
18,M,7.0,3.2,4.6,2.9,2.0,0,2,21.3,sma,0.1,1,0,3.09
20,F,5.2,6.3,4.6,1.9,1.0,2,1,2.7,smk,0.4,1,0,3.75
20,male,4.4,7.9,4.0,3.9,2.0,2,1,16.1,SMK,0.4,0,1,3.47
18,F,5.1,4.5,4.9,1.5,2.0,1,1,21.8,SMK,0.3,0,0,3.28
19,M,4.4,5.9,3.0,1.4,2.0,1,2,3.0,smk,0.9,1,1,3.71
19,F,4.8,4.8,1.8,2.0,1.0,2,0,21.7,SMA,0.6,1,1,3.49
19,F,5.4,6.3,3.2,3.1,2.0,0,2,20.2,sma,0.2,1,0,3.71
19,female,6.7,7.4,4.3,2.5,0.0,0,1,21.9,smk,0.8,1,1,3.92
20,female,5.7,3.9,2.1,1.7,0.0,1,1,22.7,SMK,1.2,1,0,3.69
19,F,4.4,4.9,4.2,2.1,2.0,0,2,21.3,SMK,1.6,1,0,3.43
19,male,5.6,5.9,4.0,2.9,1.0,1,0,16.1,SMA,1.5,1,0,3.67
20,F,4.6,4.5,1.9,3.8,2.0,1,2,6.7,SMA,1.8,1,0,3.34
19,m,6.3,5.6,3.8,3.8,1.0,0,1,20.9,smk,0.3,0,0,3.27
20,f,,4.1,3.7,2.4,2.0,0,2,16.0,smk,0.6,1,1,3.22
20,,5.4,24.0,4.7,1.6,2.0,1,0,15.7,SMA,0.4,0,0,3.96
20,M,6.3,4.2,3.7,2.7,2.0,1,1,2.6,smk,0.0,1,0,3.34
20,M,4.9,4.7,2.2,1.1,2.0,2,0,16.7,SMK,0.4,1,0,3.94
18,F,6.7,6.7,2.1,1.8,1.0,0,1,18.2,sma,1.4,1,1,4.0
20,M,6.5,3.4,5.0,2.6,1.0,1,2,3.2,smk,0.3,1,0,2.94
19,M,5.3,7.6,1.8,1.0,1.0,1,0,19.0,smk,1.5,1,1,4.0
18,M,4.0,4.1,3.7,2.2,1.0,2,2,9.6,SMA,1.5,1,0,3.27
18,F,5.3,6.6,4.8,2.8,0.0,1,0,18.6,SMA,1.1,1,0,3.69
19,female,5.9,5.9,2.6,2.1,2.0,2,2,16.8,SMA,1.9,1,0,4.0
20,M,6.1,5.1,3.2,3.8,2.0,2,0,19.7,SMK,0.2,0,0,3.29
18,female,4.2,6.0,4.0,1.1,1.0,2,2,5.1,SMA,1.1,1,1,3.68
19,female,,7.0,1.1,3.3,2.0,1,2,3.8,SMA,0.1,1,0,4.0
18,m,5.7,4.8,4.3,3.5,1.0,2,0,20.1,SMK,0.3,0,0,3.03
18,f,4.3,5.3,2.9,3.5,1.0,1,2,4.4,SMA,1.2,1,0,3.25
19,male,6.0,3.4,2.7,2.8,2.0,0,1,10.8,SMK,0.3,1,1,3.08
18,f,6.8,7.2,1.9,1.7,2.0,2,2,23.5,SMK,1.3,0,0,4.0
18,F,5.3,7.5,4.8,2.3,0.0,1,1,13.9,SMA,0.6,1,0,3.96
20,male,4.1,7.5,1.6,1.7,0.0,1,2,3.3,SMK,0.6,1,0,4.0
20,F,6.8,7.6,3.5,2.9,2.0,1,1,8.6,sma,0.1,1,0,4.0
19,M,,3.7,4.3,2.6,1.0,0,1,3.6,SMK,1.5,1,0,3.32
18,male,4.9,5.9,2.3,1.1,2.0,1,2,18.1,SMA,1.4,1,0,4.0
20,f,5.0,6.4,4.2,3.8,1.0,2,2,11.9,sma,1.6,1,0,3.36
20,m,6.8,3.9,3.5,1.7,2.0,2,1,19.6,SMA,0.3,1,0,3.59
19,M,6.7,3.4,2.6,1.3,0.0,0,1,4.8,smk,0.7,0,0,3.31
19,,6.6,7.6,2.7,1.2,2.0,0,2,10.4,SMK,0.1,1,0,4.0
20,m,4.9,3.2,3.4,2.2,2.0,1,1,2.5,SMK,1.1,1,0,3.2
20,m,4.2,5.1,4.3,3.4,0.0,0,0,3.1,sma,0.2,1,0,2.77
20,female,6.6,3.4,1.8,3.3,0.0,0,0,18.5,SMA,1.0,1,0,3.22
18,male,6.3,3.8,1.6,1.8,1.0,1,1,2.4,SMA,0.1,1,0,3.61
18,M,4.7,7.9,2.4,2.0,2.0,0,2,3.7,smk,1.3,1,0,4.0
19,female,5.2,3.8,4.0,2.1,1.0,0,1,1.7,sma,0.9,1,0,3.1
19,m,6.4,6.3,3.3,3.6,2.0,2,0,19.4,sma,0.9,1,0,3.92
19,m,4.1,5.1,2.1,1.4,0.0,2,1,13.6,smk,0.5,1,0,3.83
18,F,6.0,6.9,4.2,2.8,2.0,1,2,24.5,SMA,1.3,1,0,4.0
19,F,6.3,3.0,1.0,2.1,0.0,0,1,17.6,sma,0.5,1,0,3.55
19,,4.8,6.3,1.8,1.4,1.0,2,2,18.6,smk,0.7,1,1,4.0
18,female,5.9,7.0,4.4,2.4,1.0,0,2,14.2,SMK,0.3,1,0,3.76
19,F,5.2,7.0,3.4,1.5,2.0,0,1,14.1,SMK,1.7,1,1,4.0
18,female,6.7,7.0,3.7,3.0,1.0,1,2,7.1,sma,1.5,0,1,3.92
18,male,5.9,6.0,1.1,3.2,0.0,0,2,14.4,,0.7,1,0,3.82
20,F,6.2,6.9,1.5,1.0,2.0,2,0,14.3,smk,0.3,0,1,4.0
18,female,,5.8,3.1,1.3,,2,1,17.0,sma,2.0,1,0,4.0
20,,6.5,7.9,2.6,1.3,,1,2,20.5,SMK,0.7,1,0,4.0
18,m,6.6,6.0,3.8,2.1,2.0,0,2,3.9,sma,1.1,1,1,3.98
18,F,4.1,4.4,2.8,2.9,1.0,2,2,6.4,SMK,1.1,1,0,3.24
20,F,5.8,5.7,1.3,1.2,2.0,2,2,14.1,smk,0.5,1,1,4.0
19,M,4.8,4.5,3.5,3.7,2.0,1,2,9.8,SMA,1.3,1,0,3.16
19,F,6.3,4.7,4.8,2.6,0.0,0,0,19.4,sma,1.4,1,0,3.47
19,f,4.9,4.9,3.2,3.4,1.0,2,2,9.3,smk,1.6,1,0,3.35
19,f,4.5,6.3,5.0,2.4,1.0,0,0,3.8,sma,1.8,1,0,3.56
19,M,4.2,7.1,4.8,2.9,1.0,0,0,5.3,sma,0.5,1,0,3.68
20,M,5.0,3.6,2.6,1.5,0.0,2,1,2.4,sma,1.1,1,1,3.15
20,male,4.9,5.6,3.7,2.8,0.0,1,0,4.4,SMA,0.3,1,0,3.44
18,male,5.6,4.6,2.9,2.5,1.0,1,1,12.4,SMK,1.3,1,0,3.6
18,m,5.0,7.9,2.3,2.2,1.0,2,0,11.1,SMK,2.0,0,1,4.0
19,female,6.4,7.8,1.1,3.9,0.0,2,0,7.7,smk,0.3,1,0,4.0
20,F,4.6,5.3,4.0,3.7,2.0,2,1,11.6,SMK,0.4,1,0,3.2
19,female,4.7,7.7,2.9,2.3,0.0,2,2,24.0,smk,1.1,1,0,4.0
18,female,6.5,7.1,4.2,1.9,2.0,1,2,17.0,,0.2,1,0,4.0
20,F,6.2,4.2,3.4,2.2,1.0,0,0,12.6,SMA,0.8,1,0,3.45
18,m,5.7,5.6,5.0,1.6,1.0,0,0,2.2,sma,0.2,0,0,3.44
18,f,5.9,3.2,4.8,3.5,0.0,0,1,5.1,,0.3,1,0,2.54
20,female,6.1,6.6,1.2,3.8,2.0,1,1,17.1,SMK,0.3,0,0,3.83
20,M,5.2,6.3,3.3,1.1,0.0,1,2,24.2,sma,1.1,1,0,3.98
19,F,5.9,4.0,3.4,1.3,2.0,2,2,11.5,sma,1.3,1,1,3.66
20,F,4.7,7.4,4.3,1.7,0.0,0,2,18.8,sma,1.2,0,0,3.78
20,M,5.1,5.6,1.3,1.5,0.0,1,2,4.4,smk,0.8,1,0,4.0
20,M,5.7,3.3,3.5,3.3,0.0,1,2,23.8,sma,1.8,1,1,2.82
20,M,5.5,5.1,2.4,2.8,2.0,2,0,16.7,SMK,0.4,1,0,3.61
20,m,6.5,4.3,2.9,1.1,2.0,1,2,17.7,SMK,1.1,1,0,3.99
20,M,5.0,7.6,1.2,3.1,1.0,0,1,1.2,SMA,1.0,1,0,4.0
18,female,5.0,3.5,1.5,2.7,0.0,2,1,18.1,SMK,0.7,1,0,3.11
18,f,6.6,5.9,4.6,2.8,2.0,2,2,15.7,SMK,0.6,1,0,3.89
18,female,4.8,4.0,2.0,1.9,0.0,0,1,15.2,smk,0.1,1,0,3.37
18,M,4.6,4.4,2.6,3.4,2.0,2,0,8.4,sma,0.6,1,0,3.33
18,m,6.7,5.3,3.3,3.0,1.0,0,0,1.5,SMK,1.5,1,0,3.66
18,M,4.4,3.0,4.6,1.1,0.0,0,1,22.9,SMK,0.1,1,0,2.9
20,M,5.9,7.0,1.3,2.2,1.0,2,0,19.4,SMK,1.4,1,0,4.0
18,M,5.3,6.2,3.9,2.1,2.0,1,2,16.5,SMA,1.5,1,0,3.93
20,female,5.6,7.6,4.2,3.5,2.0,0,2,19.4,SMK,0.3,1,0,3.87
20,M,4.7,4.6,4.2,3.6,2.0,0,0,21.9,SMA,1.6,1,1,3.04
19,m,6.8,6.4,2.3,2.5,2.0,1,2,3.9,sma,0.6,1,1,4.0
19,female,6.8,7.4,2.2,3.3,2.0,0,0,17.9,SMK,1.5,1,0,4.0
20,female,,4.5,4.4,3.9,1.0,2,2,5.0,smk,1.7,1,0,3.22
20,m,5.4,7.0,4.9,3.8,2.0,1,2,21.1,SMA,1.3,1,0,3.86
18,male,4.9,3.7,3.4,1.9,1.0,2,2,24.1,sma,1.4,1,0,3.42
18,F,4.4,3.1,3.2,3.9,1.0,2,1,9.3,smk,1.0,1,1,2.49
20,F,4.4,5.1,1.3,2.2,1.0,0,0,16.9,sma,1.2,1,0,3.7
19,f,5.9,5.1,2.8,1.8,1.0,0,2,8.7,SMA,1.2,1,0,3.93
20,M,4.2,4.0,2.7,1.7,0.0,2,1,21.3,smk,1.5,1,0,3.4
18,m,4.7,6.5,2.2,1.7,2.0,2,2,15.9,SMA,1.4,1,0,4.0
19,F,4.3,4.2,4.0,1.8,0.0,0,1,11.9,,1.5,1,1,3.07
19,m,4.0,6.9,2.8,4.0,1.0,1,2,19.1,SMA,0.5,1,1,3.42
19,f,4.3,6.5,2.4,1.0,1.0,2,2,1.4,SMK,1.8,0,1,3.93
19,male,5.7,4.5,2.7,2.1,1.0,2,1,12.8,sma,0.7,1,1,3.51
19,m,4.9,4.5,2.3,1.5,1.0,1,2,16.2,SMK,0.2,0,1,3.35
18,m,4.4,3.9,2.9,3.2,2.0,0,1,1.3,smk,1.0,1,1,2.91
20,male,4.0,7.0,4.9,2.8,2.0,1,1,23.9,SMK,1.5,1,0,3.66
18,male,,7.0,4.0,2.9,1.0,2,0,10.6,smk,1.6,1,0,4.0
20,F,4.8,7.8,4.8,2.1,2.0,0,2,10.4,smk,1.9,1,0,4.0
19,M,6.3,6.1,3.5,2.4,0.0,2,2,22.3,smk,1.3,1,0,3.93
18,M,5.7,6.4,4.7,2.9,1.0,1,1,20.5,,0.8,1,0,3.61
18,male,5.6,6.8,3.9,1.6,2.0,1,1,5.3,SMA,0.2,1,0,4.0
20,f,5.2,3.4,3.3,3.6,0.0,0,2,3.1,SMK,0.4,1,0,2.6
18,M,4.0,5.4,1.5,1.9,0.0,0,0,14.7,SMA,1.2,1,0,3.73
19,f,6.7,5.8,3.1,1.6,0.0,0,1,5.8,SMK,1.8,1,0,4.0
20,f,6.6,3.2,2.0,2.4,0.0,2,2,3.1,SMA,1.0,1,0,3.46
18,f,5.3,5.4,2.4,3.7,0.0,0,0,8.5,SMA,1.5,1,1,3.2
18,F,6.2,5.2,1.1,1.2,1.0,0,2,9.6,smk,1.3,1,0,4.0
20,female,4.3,6.0,2.9,1.1,2.0,2,0,10.5,smk,1.2,1,0,4.0
19,M,4.8,5.2,1.5,1.6,1.0,1,0,9.6,SMA,0.7,1,0,3.95
19,f,4.5,6.6,3.4,3.2,1.0,1,2,9.2,sma,1.3,0,1,3.38
20,female,5.8,4.6,1.8,2.7,2.0,1,2,21.4,sma,0.2,1,0,3.64
20,female,5.3,3.8,3.8,2.6,2.0,2,0,7.9,smk,1.0,1,1,3.2
18,m,5.3,7.8,3.9,3.8,2.0,1,1,2.3,SMK,1.5,1,0,4.0
20,M,5.4,3.3,1.7,3.1,0.0,1,0,24.3,SMK,1.5,1,0,3.09
20,F,5.5,3.1,2.0,2.2,1.0,2,0,18.5,SMA,1.6,1,0,3.47
19,male,5.3,6.3,2.8,1.8,0.0,1,1,23.4,SMK,1.8,1,0,3.94
20,female,4.1,3.2,3.5,1.2,2.0,1,0,13.4,SMK,1.2,1,0,3.27
20,M,6.3,6.8,2.8,3.5,1.0,2,1,13.1,SMK,1.5,0,0,4.0
19,m,4.3,5.0,3.5,3.6,0.0,1,1,9.0,SMA,0.6,1,0,2.99
19,f,5.2,8.0,4.5,2.7,0.0,2,0,17.8,sma,0.6,1,0,4.0
19,male,,3.5,2.7,1.3,1.0,0,0,5.0,sma,0.1,1,0,3.23
20,F,4.3,6.8,4.6,3.2,1.0,0,0,15.5,SMA,0.2,1,1,3.17
19,F,6.3,5.0,4.5,2.9,,0,0,4.2,sma,0.6,1,1,3.28
20,female,4.9,3.9,4.0,2.4,2.0,1,0,2.0,smk,0.7,1,0,3.17
18,M,7.0,7.2,4.2,2.0,1.0,0,0,3.1,smk,1.1,1,0,4.0
20,F,4.4,7.7,4.0,3.8,1.0,1,2,23.5,SMA,0.6,1,0,3.7
19,male,4.9,5.0,2.0,1.6,1.0,2,1,2.1,SMA,0.7,1,0,3.8
18,,5.3,7.3,1.7,3.8,2.0,0,2,7.6,sma,1.2,1,0,4.0
18,male,4.9,4.8,3.7,1.4,2.0,2,2,14.9,sma,1.3,0,0,3.55
20,m,5.3,6.5,2.6,2.5,1.0,0,2,20.1,SMA,1.0,1,0,4.0
18,f,6.2,5.9,4.2,3.6,1.0,1,2,17.7,SMA,0.2,1,0,3.48
18,female,4.3,3.2,3.9,3.6,1.0,2,1,14.4,sma,0.1,1,0,2.52
18,male,6.0,6.1,1.7,2.5,2.0,0,2,1.2,SMA,0.2,1,1,3.81
20,f,7.0,5.4,1.7,3.7,1.0,1,1,9.4,smk,1.4,1,0,3.94
19,male,4.1,3.1,4.1,1.4,2.0,0,1,12.0,smk,0.6,1,0,3.06
18,M,5.7,7.0,4.9,1.8,2.0,1,0,22.5,SMK,0.7,1,1,3.97
19,male,4.8,7.8,1.6,2.7,1.0,0,0,20.8,smk,1.4,1,1,4.0
20,female,4.2,3.8,2.8,2.5,2.0,0,1,8.3,smk,1.9,1,0,3.38
18,m,5.9,7.7,3.7,2.7,1.0,1,2,13.9,smk,0.0,1,0,4.0
20,M,6.2,8.0,2.2,2.6,0.0,2,0,2.3,smk,0.3,0,1,4.0
19,M,4.9,3.5,3.7,1.4,1.0,2,2,1.3,sma,1.8,0,0,3.23
18,female,5.5,7.0,2.4,3.1,0.0,0,0,13.1,SMA,0.5,0,0,3.5
19,,4.2,6.5,3.6,3.6,1.0,1,2,18.2,sma,0.7,0,0,3.34
20,F,5.7,6.6,1.5,2.8,1.0,0,1,9.4,smk,1.8,1,0,4.0
19,M,4.8,3.6,1.9,1.3,2.0,0,0,18.9,,0.1,1,0,3.34
19,male,,7.9,2.6,2.3,1.0,1,0,6.8,SMA,1.4,1,0,4.0
19,F,,7.9,2.1,2.2,2.0,1,1,21.3,SMA,0.9,1,0,4.0
19,M,4.4,3.3,2.9,1.7,0.0,1,1,8.0,sma,0.5,1,0,2.98
20,M,4.4,7.3,4.5,2.3,0.0,0,1,9.6,SMA,0.5,1,0,3.77
19,F,6.5,4.8,3.7,1.9,2.0,0,0,24.8,SMA,1.6,1,0,3.87
20,female,6.4,4.5,2.8,3.2,2.0,2,0,6.4,smk,1.3,1,1,3.64
18,F,5.2,5.2,3.3,1.0,0.0,1,2,18.3,SMA,0.3,1,0,3.69
18,f,5.5,4.6,1.7,2.5,0.0,1,1,11.7,sma,1.1,1,0,3.59
19,male,6.1,3.5,4.1,3.4,1.0,0,2,16.5,smk,1.7,1,0,3.21
20,female,6.5,3.4,4.5,2.5,1.0,2,1,11.4,smk,2.0,1,0,3.15
19,m,4.4,7.4,3.1,2.4,2.0,0,2,11.5,SMK,0.3,1,0,4.0
19,M,4.8,3.7,2.0,2.2,2.0,1,0,21.0,SMK,1.4,1,0,3.4
18,M,6.6,3.9,2.7,2.4,0.0,2,0,25.0,smk,0.1,1,0,3.43
20,female,5.9,3.6,3.6,3.9,0.0,2,1,15.1,smk,0.4,0,0,2.63
18,m,5.4,3.3,2.7,2.4,0.0,2,1,7.6,SMA,0.8,1,0,3.23
18,female,6.0,6.6,2.1,1.9,1.0,2,2,3.5,SMK,0.0,1,0,4.0
18,female,5.3,5.3,1.3,3.0,,1,1,14.7,SMK,0.3,1,0,3.85
19,M,4.3,7.6,4.3,3.3,1.0,1,2,16.2,SMA,1.1,1,0,3.7
19,male,5.7,3.9,1.8,1.6,1.0,2,2,10.5,smk,0.2,1,0,3.56
20,m,4.8,3.1,3.9,2.9,2.0,0,0,22.4,,1.4,1,0,2.98
19,m,6.0,7.3,4.9,2.9,0.0,1,0,20.5,smk,1.2,1,0,3.96
19,m,6.2,7.3,2.1,2.9,0.0,2,0,1.8,SMK,1.9,1,0,4.0
20,F,4.5,4.2,3.0,3.7,0.0,2,1,19.2,sma,1.0,1,0,2.85
20,male,6.1,6.0,4.0,1.9,2.0,0,2,5.0,sma,0.0,1,1,3.81
19,F,,4.3,4.7,1.8,1.0,0,0,23.7,smk,0.4,1,0,3.46
18,F,4.9,3.9,2.2,1.3,0.0,2,0,13.4,SMK,1.0,1,0,3.6
20,F,6.2,7.2,3.2,1.3,0.0,1,1,4.0,SMK,0.7,1,0,4.0
20,F,6.5,8.0,1.7,3.1,1.0,1,2,17.5,SMK,0.5,1,1,4.0
19,,4.3,6.9,4.6,2.1,0.0,2,1,11.5,SMK,0.6,1,1,3.57
18,,5.4,7.4,2.1,1.0,1.0,1,0,7.2,sma,1.4,0,0,4.0
19,F,5.4,3.5,4.6,3.8,2.0,2,1,15.3,,0.2,0,1,2.53
18,male,6.4,3.4,2.7,3.0,,1,0,4.3,sma,2.0,1,0,3.28
19,m,5.6,4.1,4.1,1.6,0.0,1,0,9.2,sma,2.0,1,0,3.42
18,female,4.4,6.3,3.9,3.4,1.0,0,1,12.6,sma,0.1,1,1,3.28
20,male,5.1,6.2,1.3,2.1,2.0,2,0,1.8,smk,1.3,1,0,4.0
18,f,6.1,4.2,4.6,1.5,1.0,1,0,6.7,smk,0.4,1,0,3.45
19,male,4.5,7.8,4.4,3.6,0.0,2,2,1.5,smk,1.4,1,0,3.82
19,M,4.0,5.1,3.9,2.3,2.0,0,2,24.6,sma,0.8,1,0,3.16
19,male,5.9,7.1,2.7,1.8,0.0,0,2,11.8,smk,1.0,1,0,4.0
19,F,4.9,7.3,4.6,1.0,1.0,2,0,12.8,sma,0.4,1,0,3.94
19,,6.5,5.3,2.9,3.8,1.0,1,2,4.1,SMK,0.8,0,0,3.51
20,male,4.2,5.3,4.4,3.8,1.0,1,2,13.4,smk,0.2,1,0,2.92
18,,6.1,5.1,2.2,3.9,2.0,2,0,18.2,smk,1.6,1,0,3.67
20,m,5.6,8.0,4.2,3.5,1.0,2,2,6.6,sma,0.0,1,1,3.73
20,female,5.0,3.0,3.7,3.5,1.0,0,2,16.6,smk,1.5,0,0,2.68
19,female,,7.1,2.6,3.8,1.0,2,0,17.1,smk,1.4,1,0,4.0
20,F,,4.0,4.2,3.6,0.0,0,2,5.4,SMK,1.1,1,1,2.85
20,F,6.9,3.2,1.6,1.0,0.0,2,2,2.2,SMA,1.2,1,1,3.6
18,f,5.4,5.5,1.3,3.1,1.0,0,1,12.6,sma,0.3,1,0,3.74
18,m,4.3,6.2,4.1,2.8,2.0,0,0,20.3,smk,1.6,1,0,3.75
19,m,6.6,5.6,3.7,3.4,0.0,0,1,21.5,smk,0.2,0,0,3.24
18,m,6.9,7.5,3.8,1.3,0.0,1,0,19.3,SMK,1.6,1,0,4.0
18,F,4.4,5.1,1.6,3.1,2.0,0,1,15.0,SMK,0.2,1,0,3.38
18,m,5.2,7.2,3.0,2.4,2.0,1,1,2.3,smk,1.1,1,1,4.0
19,M,5.7,4.2,4.2,2.5,0.0,1,1,19.6,sma,0.2,1,0,3.01
20,male,5.0,5.7,3.2,2.1,0.0,0,1,8.9,smk,0.6,1,0,3.59
20,female,6.3,4.0,3.8,1.1,2.0,1,2,9.1,SMA,1.1,1,0,3.83
19,M,6.5,5.1,1.8,1.8,0.0,1,1,5.7,smk,1.9,1,0,4.0
19,M,4.4,7.6,3.0,2.4,1.0,1,1,2.2,smk,0.2,0,1,3.78
19,male,,3.8,2.1,2.1,2.0,0,1,5.7,SMA,0.6,1,0,3.47
19,male,6.8,6.2,4.2,2.4,1.0,2,0,3.8,SMA,1.5,0,0,3.96
20,f,4.2,3.3,1.7,1.1,0.0,1,2,24.9,sma,1.3,1,1,3.19
19,f,6.2,7.4,1.2,2.4,0.0,2,2,2.3,SMA,0.3,0,0,4.0
20,F,6.6,5.9,2.3,3.2,0.0,0,2,3.6,SMA,0.8,1,0,3.93
19,female,4.9,3.7,1.6,3.1,,1,2,1.1,SMA,1.3,1,1,3.16
19,F,4.3,7.7,2.0,2.0,1.0,1,1,4.0,,0.8,1,0,4.0
18,female,4.8,5.6,3.3,1.0,0.0,1,2,18.0,sma,0.4,1,0,3.7
19,m,6.3,5.0,3.3,3.7,2.0,2,2,10.1,SMA,1.7,1,0,3.67
20,M,5.2,6.3,1.9,1.7,2.0,1,0,19.2,SMA,1.2,1,0,4.0
20,M,6.7,4.4,2.3,1.3,2.0,2,2,23.0,,1.3,1,1,4.0
20,M,6.6,3.8,4.9,3.5,1.0,1,1,3.3,,0.6,1,0,3.16
20,f,6.3,6.1,3.4,3.5,2.0,0,2,13.2,SMK,0.1,1,0,3.81
18,,4.3,5.7,1.3,1.9,2.0,2,1,23.8,smk,0.6,1,1,3.84
19,male,4.9,6.9,2.8,2.5,0.0,1,1,14.6,SMK,1.0,0,0,3.77
20,f,6.4,4.8,3.1,3.0,0.0,0,0,23.4,SMK,1.4,1,0,3.55
18,m,5.1,3.4,2.7,2.3,0.0,0,0,10.8,smk,0.9,0,0,2.9
20,male,5.2,4.3,2.7,1.3,0.0,1,0,7.9,SMK,0.5,1,0,3.53
20,F,4.8,7.9,3.4,3.1,2.0,2,2,1.9,SMK,1.1,1,1,4.0
18,f,5.4,7.7,3.7,1.2,0.0,1,0,16.1,smk,0.5,1,0,4.0
19,female,6.0,4.7,4.7,3.7,,0,0,18.2,sma,1.2,1,0,3.22
19,F,,5.7,1.1,1.7,2.0,2,1,13.2,sma,2.0,1,1,4.0
20,female,5.9,3.7,2.8,2.7,2.0,2,1,11.6,SMA,1.1,1,0,3.41
18,F,6.0,5.6,1.1,2.2,0.0,0,1,6.0,sma,0.4,1,0,4.0
18,female,6.2,7.0,2.1,3.7,2.0,1,1,15.1,SMK,0.2,1,0,4.0
18,m,4.8,6.0,3.9,3.8,0.0,0,1,14.5,smk,1.1,1,0,3.11
20,M,6.0,4.0,1.6,4.0,1.0,0,2,7.9,sma,1.2,0,0,3.16
19,female,5.0,7.5,1.8,2.8,2.0,2,1,17.4,smk,2.0,1,1,4.0
19,female,6.6,4.8,2.0,3.8,2.0,2,1,11.8,sma,1.6,1,0,3.83
18,F,5.9,5.7,4.0,3.2,2.0,1,0,15.9,sma,0.0,1,0,3.55
20,,,4.4,1.3,3.1,2.0,0,0,24.2,smk,0.3,1,0,3.42
20,F,5.6,7.8,3.4,4.0,2.0,0,2,20.4,SMA,1.5,1,1,3.95
18,f,6.5,7.0,3.0,1.7,0.0,2,1,6.0,smk,1.1,1,0,4.0
18,male,6.4,3.9,1.3,4.0,2.0,2,1,9.6,sma,1.7,1,0,3.53
18,male,4.8,6.3,4.6,2.4,2.0,1,1,20.3,sma,1.9,1,0,3.81
18,female,6.1,6.4,2.0,3.2,2.0,0,0,13.5,sma,1.2,0,0,3.88
20,m,4.0,4.4,4.5,2.8,0.0,0,1,14.8,smk,0.3,1,0,2.89
18,M,6.0,4.7,4.0,2.6,,1,0,2.9,SMA,1.4,1,0,3.51
18,male,6.0,7.6,4.5,2.5,1.0,1,0,12.3,SMA,0.1,1,0,3.88
19,male,4.9,4.9,4.4,3.2,2.0,1,0,22.6,smk,0.9,1,1,3.12
19,,4.4,3.6,3.1,3.8,2.0,2,2,3.1,SMK,1.2,0,0,2.67
19,male,6.2,4.0,2.5,2.5,2.0,1,0,16.6,sma,1.6,1,1,3.55
19,f,6.2,5.2,4.3,2.6,0.0,1,0,16.3,SMK,0.7,1,0,3.45
18,male,5.2,6.4,1.9,2.8,1.0,2,2,12.9,sma,0.5,1,0,3.97
20,female,6.6,4.6,1.7,1.7,1.0,2,1,4.6,SMK,0.1,1,0,4.0
18,female,6.4,4.9,4.2,1.9,2.0,1,1,20.0,SMA,0.6,1,1,3.79
18,female,4.8,5.8,3.1,3.0,0.0,2,2,550.0,SMA,1.0,1,0,3.64
19,M,5.1,5.7,1.3,3.4,1.0,2,1,20.3,smk,1.1,1,0,3.91
19,m,4.9,3.1,1.0,1.7,1.0,1,1,20.6,sma,1.9,1,0,3.55
18,female,4.3,4.2,3.8,3.5,2.0,2,0,4.7,SMK,1.4,1,0,3.15
20,m,6.5,5.1,3.4,1.3,1.0,0,0,24.1,sma,1.6,1,0,4.0
18,M,5.2,3.8,3.7,3.1,0.0,1,0,6.7,smk,1.9,1,0,3.16
18,f,6.2,7.4,2.7,3.2,2.0,0,0,7.9,SMK,1.1,1,0,4.0
20,f,6.9,3.9,1.7,3.7,0.0,0,0,15.4,sma,1.2,0,1,3.26
18,male,6.6,4.6,1.5,3.6,1.0,1,2,7.9,sma,1.5,1,1,3.74
19,f,4.4,5.1,3.2,2.8,0.0,1,2,23.5,,1.6,1,0,3.33
18,F,4.3,6.4,2.0,1.8,2.0,0,2,4.6,sma,0.2,1,0,4.0
20,female,5.6,6.9,4.3,3.9,0.0,0,2,5.3,sma,0.2,0,0,3.29
18,m,4.7,7.7,4.4,3.1,2.0,1,1,24.4,smk,1.9,1,1,4.0
19,m,5.6,3.6,4.8,1.9,1.0,0,2,13.3,SMK,1.8,1,0,3.36
18,f,4.9,5.9,3.4,3.2,1.0,1,1,22.8,smk,0.4,1,0,3.38
18,male,5.2,7.3,2.7,2.2,2.0,0,2,1.5,sma,0.7,1,0,4.0
19,m,4.7,7.4,4.3,1.7,2.0,2,0,8.6,smk,0.6,1,0,4.0
18,m,4.2,6.1,2.4,3.6,0.0,1,1,5.6,sma,1.5,1,0,3.48
20,male,6.6,3.0,4.7,1.3,0.0,2,1,16.8,SMA,1.0,1,1,3.05
19,F,5.5,7.5,4.2,1.0,1.0,1,0,6.5,sma,0.4,0,0,4.0
20,female,5.1,7.5,1.3,1.2,2.0,0,2,10.1,sma,1.5,1,0,4.0
19,male,5.2,7.7,1.2,1.6,2.0,0,0,10.7,,1.3,1,0,4.0
19,female,4.4,7.7,2.9,2.0,0.0,1,1,19.2,sma,0.6,1,0,4.0
20,m,5.7,6.8,1.5,1.7,2.0,2,1,6.8,SMK,1.8,0,0,4.0
20,F,6.0,6.5,4.8,2.6,0.0,1,2,23.4,SMA,1.7,1,0,3.9
19,male,5.1,6.3,2.9,1.6,1.0,1,1,10.9,sma,1.1,1,0,4.0
